Info 0    [14:10:01.767] Starting TS Server
Info 24   [14:10:08.717] Elapsed:: 0.007624983787536621ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/.staging/types-registry-187d1c5c/index.json :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 25   [14:10:08.717] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry/README.md :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 26   [14:10:08.717] Elapsed:: 0.09562501311302185ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry/README.md :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 27   [14:10:08.717] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry/index.json :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 28   [14:10:08.718] Elapsed:: 0.2681249976158142ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry/index.json :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 29   [14:10:08.718] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry/package.json :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 30   [14:10:08.718] Elapsed:: 0.02945801615715027ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry/package.json :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 31   [14:10:08.718] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 32   [14:10:08.718] Elapsed:: 0.02254199981689453ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 33   [14:10:08.718] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/.staging/types-registry-187d1c5c :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 34   [14:10:08.718] Elapsed:: 0.006833016872406006ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/.staging/types-registry-187d1c5c :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 35   [14:10:08.718] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 36   [14:10:08.718] Elapsed:: 0.019791990518569946ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 37   [14:10:08.768] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry/package.json.1226029038 :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 38   [14:10:08.768] Elapsed:: 0.03345799446105957ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry/package.json.1226029038 :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 39   [14:10:08.768] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry/package.json :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 40   [14:10:08.768] Elapsed:: 0.05074998736381531ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry/package.json :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 41   [14:10:08.768] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry/package.json :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 42   [14:10:08.768] Elapsed:: 0.033250004053115845ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/types-registry/package.json :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 43   [14:10:08.768] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/.staging :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 44   [14:10:08.768] Elapsed:: 0.028625011444091797ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules/.staging :: WatchInfo: /Users/victoryosikwemhe/Library/Caches/typescript/4.2/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 45   [14:10:08.865] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 46   [14:10:08.951] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 2 structureChanged: true Elapsed: 85.59400001168251ms
Info 47   [14:10:08.951] Different program with same set of files:: structureIsReused:: 1
Info 48   [14:10:11.372] Before ensureProjectForOpenFiles:
Info 49   [14:10:11.372] After ensureProjectForOpenFiles:
Info 50   [14:10:11.374] got projects updated in background, updating diagnostics for /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/post-rant.route.js
Info 51   [14:10:19.643] Search path: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant
Info 52   [14:10:19.644] For info: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/rant.model.js :: No config files found.
Info 53   [14:10:19.648] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 54   [14:10:19.771] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 1 structureChanged: true Elapsed: 123.06716600060463ms
Info 55   [14:10:19.771] Project '/dev/null/inferredProject2*' (Inferred)
Info 56   [14:10:19.771] 	Files (161)

Info 57   [14:10:19.771] -----------------------------------------------
Info 58   [14:10:19.807] Starting updateGraphWorker: Project: /dev/null/autoImportProviderProject2*
Info 59   [14:10:19.853] Finishing updateGraphWorker: Project: /dev/null/autoImportProviderProject2* Version: 1 structureChanged: true Elapsed: 46.73991698026657ms
Info 60   [14:10:19.853] Project '/dev/null/autoImportProviderProject2*' (AutoImportProvider)
Info 61   [14:10:19.853] 	Files (108)

Info 62   [14:10:19.853] -----------------------------------------------
Info 63   [14:10:27.500] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.route.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 64   [14:10:27.502] Elapsed:: 0.5581250190734863ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.route.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 65   [14:10:27.697] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 66   [14:10:27.808] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3 structureChanged: true Elapsed: 110.65000000596046ms
Info 67   [14:10:27.808] Project '/dev/null/inferredProject1*' (Inferred)
Info 68   [14:10:27.808] 	Files (179)

Info 69   [14:10:27.808] -----------------------------------------------
Info 70   [14:10:27.808] Project '/dev/null/autoImportProviderProject1*' (AutoImportProvider)
Info 71   [14:10:27.808] 	Files (108)

Info 72   [14:10:27.808] -----------------------------------------------
Info 73   [14:10:28.999] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.route.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 74   [14:10:28.999] Elapsed:: 0.07354199886322021ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.route.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 75   [14:10:31.657] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.route.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 76   [14:10:31.657] Elapsed:: 0.25062501430511475ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.route.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 77   [14:10:31.678] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 78   [14:10:31.716] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 4 structureChanged: true Elapsed: 38.67858397960663ms
Info 79   [14:10:31.717] Different program with same set of files:: structureIsReused:: 1
Info 80   [14:10:32.758] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 81   [14:10:32.795] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 5 structureChanged: true Elapsed: 36.404833018779755ms
Info 82   [14:10:32.795] Different program with same set of files:: structureIsReused:: 1
Info 83   [14:10:32.799] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 84   [14:10:32.831] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 6 structureChanged: true Elapsed: 32.33637499809265ms
Info 85   [14:10:32.831] Different program with same set of files:: structureIsReused:: 1
Info 86   [14:10:32.834] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 87   [14:10:32.877] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 7 structureChanged: true Elapsed: 42.0463750064373ms
Info 88   [14:10:32.877] Different program with same set of files:: structureIsReused:: 1
Info 89   [14:10:32.882] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 90   [14:10:32.925] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 8 structureChanged: true Elapsed: 43.242749989032745ms
Info 91   [14:10:32.925] Different program with same set of files:: structureIsReused:: 1
Info 92   [14:10:34.023] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 93   [14:10:34.059] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 9 structureChanged: true Elapsed: 35.66245800256729ms
Info 94   [14:10:34.059] Different program with same set of files:: structureIsReused:: 1
Info 95   [14:10:34.063] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 96   [14:10:34.092] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 10 structureChanged: true Elapsed: 28.940708994865417ms
Info 97   [14:10:34.092] Different program with same set of files:: structureIsReused:: 1
Info 98   [14:10:35.379] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 99   [14:10:35.406] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 11 structureChanged: true Elapsed: 27.751249998807907ms
Info 100  [14:10:35.407] Different program with same set of files:: structureIsReused:: 1
Info 101  [14:10:36.464] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 102  [14:10:36.527] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 12 structureChanged: true Elapsed: 62.57608297467232ms
Info 103  [14:10:36.527] Different program with same set of files:: structureIsReused:: 1
Info 104  [14:10:36.533] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 105  [14:10:36.567] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 13 structureChanged: true Elapsed: 33.888208001852036ms
Info 106  [14:10:36.567] Different program with same set of files:: structureIsReused:: 1
Info 107  [14:10:36.787] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 108  [14:10:36.844] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 14 structureChanged: true Elapsed: 56.96529197692871ms
Info 109  [14:10:36.844] Different program with same set of files:: structureIsReused:: 1
Info 110  [14:10:37.816] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 111  [14:10:37.846] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 15 structureChanged: true Elapsed: 29.303208023309708ms
Info 112  [14:10:37.846] Different program with same set of files:: structureIsReused:: 1
Info 113  [14:10:37.849] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 114  [14:10:37.883] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 16 structureChanged: true Elapsed: 34.462166994810104ms
Info 115  [14:10:37.884] Project '/dev/null/inferredProject1*' (Inferred)
Info 116  [14:10:37.884] 	Files (181)

Info 117  [14:10:37.884] -----------------------------------------------
Info 118  [14:10:37.884] Project '/dev/null/autoImportProviderProject1*' (AutoImportProvider)
Info 119  [14:10:37.884] 	Files (108)

Info 120  [14:10:37.884] -----------------------------------------------
Info 121  [14:10:41.333] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.route.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 122  [14:10:41.334] Elapsed:: 0.3103329837322235ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.route.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 123  [14:10:44.846] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.route.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 124  [14:10:44.846] Elapsed:: 0.07058301568031311ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.route.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 125  [14:10:45.389] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 126  [14:10:45.466] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 17 structureChanged: true Elapsed: 76.64670798182487ms
Info 127  [14:10:45.466] Different program with same set of files:: structureIsReused:: 1
Info 128  [14:10:45.467] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 129  [14:10:45.497] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 18 structureChanged: true Elapsed: 30.41941601037979ms
Info 130  [14:10:45.497] Different program with same set of files:: structureIsReused:: 1
Info 131  [14:10:46.632] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 132  [14:10:46.662] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 19 structureChanged: true Elapsed: 30.281374990940094ms
Info 133  [14:10:46.662] Different program with same set of files:: structureIsReused:: 1
Info 134  [14:10:48.778] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 135  [14:10:48.814] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 20 structureChanged: true Elapsed: 35.99958300590515ms
Info 136  [14:10:48.814] Different program with same set of files:: structureIsReused:: 1
Info 137  [14:10:50.207] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 138  [14:10:50.235] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 21 structureChanged: true Elapsed: 27.898042023181915ms
Info 139  [14:10:50.235] Different program with same set of files:: structureIsReused:: 1
Info 140  [14:10:50.277] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 141  [14:10:50.309] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 22 structureChanged: true Elapsed: 32.382082998752594ms
Info 142  [14:10:50.310] Different program with same set of files:: structureIsReused:: 1
Info 143  [14:10:53.444] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 144  [14:10:53.476] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 23 structureChanged: true Elapsed: 31.15516698360443ms
Info 145  [14:10:53.476] Project '/dev/null/inferredProject1*' (Inferred)
Info 146  [14:10:53.476] 	Files (182)

Info 147  [14:10:53.476] -----------------------------------------------
Info 148  [14:10:53.476] Project '/dev/null/autoImportProviderProject1*' (AutoImportProvider)
Info 149  [14:10:53.476] 	Files (108)

Info 150  [14:10:53.476] -----------------------------------------------
Info 151  [14:10:53.872] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 152  [14:10:53.931] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 24 structureChanged: true Elapsed: 58.81545799970627ms
Info 153  [14:10:53.931] Different program with same set of files:: structureIsReused:: 1
Info 154  [14:10:55.077] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.route.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 155  [14:10:55.077] Elapsed:: 0.03358301520347595ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/.#post-rant.route.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 156  [14:11:00.275] Search path: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/models/dbutils
Info 157  [14:11:00.277] For info: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/models/dbutils/rant.db.util.js :: No config files found.
Info 158  [14:11:06.387] Search path: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/models/dbutils
Info 159  [14:11:06.388] For info: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/models/dbutils/rant.db.util.js :: No config files found.
Info 160  [14:11:42.620] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/rant.db.util.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 161  [14:11:42.625] Elapsed:: 4.181749999523163ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/rant.db.util.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 162  [14:11:42.625] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/rant.db.util.test.mjs :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 163  [14:11:42.625] Elapsed:: 0.03729197382926941ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant/rant.db.util.test.mjs :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/rants/post-rant 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 164  [14:11:42.625] DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/models/dbutils/rant.db.util.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/models 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 165  [14:11:42.625] Elapsed:: 0.30458298325538635ms DirectoryWatcher:: Triggered with /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/models/dbutils/rant.db.util.js :: WatchInfo: /Users/victoryosikwemhe/PERSONAL_PROJECTS/studentrant/studentrant-api/src/models 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
